	wt_d0._vs_TET3KO_d0._CI.L	wt_d0._vs_TET3KO_d0._CI.R	wt_d0._vs_TET3KO_d0._diff	wt_d0._vs_TET3KO_d0._p.adj	wt_d0._vs_TET3KO_d0._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
ACTR8	-0.860984347619093	0.0716522182568424	-0.394666064681125	0.661324099532632	0.0952044188643072	Q9H981	Q9H981;H0Y849	ARP8_HUMAN	Actin-related protein 8
ACVR1	-6.87617962878237	3.37433711377487	-1.75092125750375	0.805803767699371	0.495127642592605	Q04771	Q04771	ACVR1_HUMAN	Activin receptor type-1
ACVR2A	-6.717534483909	6.717534483909	-1.33226762955019e-15	0.857178666832875	1.0	P27037	P27037	AVR2A_HUMAN	Activin receptor type-2A
ACVR2B	9.84288050545898	16.5071096028017	13.1749950541303	9.18931565486238e-05	3.38494496976401e-10	Q13705	P27037;Q13705	AVR2B_HUMAN	Activin receptor type-2B
ACY1	-0.314582369491355	0.628350240261448	0.156883935385046	0.807512229063912	0.506336069751968	Q03154	Q03154;A0A1B0GV31;C9JMV9;A0A1B0GVA5;A0A1B0GW23;A0A1B0GU86	ACY1_HUMAN	Aminoacylase-1
ACYP1	-2.61857156554318	-0.446610069701117	-1.53259081762215	0.37742147032297	0.006684244426818	P07311	P07311;G3V2U7	ACYP1_HUMAN	Acylphosphatase-1
ACYP2	-1.1306730855572	1.1306730855572	0.0	0.857178666832875	1.0	P14621	P14621;F8WA34;E9PF46;U3KPX1	ACYP2_HUMAN	Acylphosphatase-2
ADA	-2.46997260145947	0.0248600136499553	-1.22255629390476	0.604565010319559	0.0545481741132057	P00813	P00813;F5GXW0	ADA_HUMAN	Adenosine deaminase
ADAL	-4.48414701244636	4.48414701244636	-1.5543122344752201e-15	0.857178666832875	0.999999999999999	Q6DHV7	Q6DHV7	ADAL_HUMAN	Adenosine deaminase-like protein
ADAM10	-0.856142485989364	-0.0008396431548927	-0.428491064572128	0.594499778538346	0.049570211956859	O14672	O14672	ADA10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10
ADAM11	1.23322539754655	8.43184831995675	4.83253685875165	0.416031980308762	0.0096051257270464	O75078	O75078;H7BY08	ADA11_HUMAN	Disintegrin and metalloproteinase domain-containing protein 11
ADAM12	-6.82931651171288	6.97916788259048	0.0749256854388012	0.855936138567062	0.982667007483068	O43184	O43184	ADA12_HUMAN	Disintegrin and metalloproteinase domain-containing protein 12
ADAM15	-1.0390620083531	0.080629879442359	-0.479216064455372	0.657511443093331	0.0916078898533032	Q13444	Q13444	ADA15_HUMAN	Disintegrin and metalloproteinase domain-containing protein 15
ADAM17	-18.9628326980696	-6.18867086882432	-12.575751783447	0.130927624075604	0.000255462667385	P78536	P78536	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17
ADAM19	-1.69222519526114	9.38618813856229	3.84698147165058	0.715788517463288	0.168834474483241	Q9H013	Q9H013;H0YC66	ADA19_HUMAN	Disintegrin and metalloproteinase domain-containing protein 19
ADAM22	-0.0653224510423493	9.09918539432291	4.51693147164028	0.601976803530389	0.0532183862070143	Q9P0K1	Q9P0K1;H7C0Q9;H7C3I4	ADA22_HUMAN	Disintegrin and metalloproteinase domain-containing protein 22
ADAM9	-17.5675464579768	-7.8919314364154	-12.7297389471961	0.0214884406975789	3.22452994819334e-06	Q13443	Q13443;A0A0J9YY58	ADAM9_HUMAN	Disintegrin and metalloproteinase domain-containing protein 9
ADAMTS12	-4.86584047810129	4.86584047810129	-1.33226762955019e-15	0.857178666832875	1.0	P58397	P58397	ATS12_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 12
ADAMTS19	9.5778343076921	20.7022588883866	15.1400465980394	0.0160972558526658	1.73175024233821e-06	Q8TE59	Q8TE59;A0A1X7SBR9	ATS19_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 19
ADAMTS2	-0.908867862825378	8.33051533055383	3.71082373386422	0.677847722180761	0.112743725033792	O95450	O95450;A0A1B0GTY3	ATS2_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 2
ADAMTS7	-1.06724672183813	0.537028911039779	-0.265108905399174	0.807942849436237	0.509207286196117	Q9UKP4	Q9UKP4	ATS7_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 7
ADAP1	-4.37369768298638	4.37369768298638	0.0	0.857178666832875	1.0	O75689	O75689;Q9NPF8;J3KST1;J3QLP8;H0Y7Q1;H7BZT6;K7ENT1;H7C324;H7C264;Q2V6Q1;A0A087WTN6;H7C4B3	ADAP1_HUMAN	Arf-GAP with dual PH domain-containing protein 1
ADAR	-3.04886161042965	-0.285364335988497	-1.66711297320907	0.491257683504256	0.0191234126764848	A0A3B3IRQ9	A0A3B3IRQ9	A0A3B3IRQ9_HUMAN	Double-stranded RNA-specific adenosine deaminase (Fragment)
ADAR	-0.491935210844765	0.151503082085917	-0.170216064379424	0.763756360834732	0.2924451046485	P55265	P55265;A0A3B3IRQ9;A0A3B3ISX1	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase
ADARB1	0.926080774806189	6.63978216853746	3.78293147167182	0.426395077770191	0.0105713385470111	P78563	P78563	RED1_HUMAN	Double-stranded RNA-specific editase 1
ADARB2	-6.26149632744189	6.26149632744189	2.2204460492503099e-16	0.857178666832875	1.0	Q9NS39	Q9NS39;Q5VW43	RED2_HUMAN	Double-stranded RNA-specific editase B2
ADAT2	-18.7952569565212	-5.66184773684734	-12.2285523466843	0.162882093346486	0.0004955364160492	Q7Z6V5	Q7Z6V5	ADAT2_HUMAN	tRNA-specific adenosine deaminase 2
ADAT3	-1.2654679163872	0.0657857868800313	-0.599841064753583	0.639051649109443	0.0762112182841236	Q96EY9	Q96EY9;D6W601	ADAT3_HUMAN	Probable inactive tRNA-specific adenosine deaminase-like protein 3
ADCY2	-4.74509543951279	4.67755714758759	-0.0337691459625979	0.856360401626665	0.988551314395279	Q08462	Q08462	ADCY2_HUMAN	Adenylate cyclase type 2
ADCY3	-17.6620486622357	-5.62581221439872	-11.6439304383172	0.140877305387218	0.0003162543340412	O60266	O60266;A0A0A0MSC1;H7C1A6;U3KQ91;C9JLX3	ADCY3_HUMAN	Adenylate cyclase type 3
ADCY9	-0.813961327945983	0.813961327945986	1.77635683940025e-15	0.857178666832875	0.999999999999996	O60503	O60503	ADCY9_HUMAN	Adenylate cyclase type 9
ADD1	-0.300006587623822	0.193324458349959	-0.0533410646369319	0.827909826088953	0.665395487127783	P35611	P35611;A0A0A0MSR2;E7ENY0;H0Y9H2;E7EV99	ADDA_HUMAN	Alpha-adducin
ADD2	0.109294729933133	0.666923140664778	0.388108935298956	0.388251327479119	0.0074072736006003	P35612	P35612	ADDB_HUMAN	Beta-adducin
ADD3	-0.625660673757034	-0.0665714555647893	-0.346116064660912	0.474090646802674	0.0163574158971521	Q9UEY8	Q9UEY8	ADDG_HUMAN	Gamma-adducin
ADGRA3	5.48808643095228	17.4561961631831	11.4721412970677	0.146145117908968	0.000353062206188	Q8IWK6	Q8IWK6	AGRA3_HUMAN	Adhesion G protein-coupled receptor A3
ADGRE5	-4.15331426528044	1.33578991756588	-1.40876217385728	0.767768945079017	0.306914253230622	P48960	P48960	AGRE5_HUMAN	Adhesion G protein-coupled receptor E5
ADGRG1	-3.53519411025062	3.53519411025062	0.0	0.857178666832875	1.0	Q9Y653	Q9Y653;H3BRH0;H3BTH7;H3BMF8;H3BT88;H3BPA6;H3BUU6;H3BQJ9;H3BNH4;H3BVD3;H3BRI2;H3BS94;A0A5F9ZHT7;A0A1B0GX62;H3BV52;H3BNN3;H3BRI7;H3BRB4;H3BQZ1;H3BTK9;H3BMY9;A0A5F9ZH94;H3BVA0;H3BM73;H3BSR1;H3BSP5;H3BTD2;H3BV72;H3BVE9;H3BP67;H3BUI6;H3BQ46;H3BRA1;H3BSN7;H3BUH2;H3BSB8;H3BRZ4	AGRG1_HUMAN	Adhesion G-protein coupled receptor G1
ADGRG2	-14.6241697509907	-8.88321059563111	-11.7536901733109	4.61143250039529e-05	1.29667118829495e-10	Q8IZP9	Q8IZP9	AGRG2_HUMAN	Adhesion G-protein coupled receptor G2
ADGRL2	-0.398690915499976	2.16551275598257	0.883410920241296	0.717556408902456	0.172144284238116	O95490	O95490;A0A6I8PRM6;A0A6I8PRQ0;A0A6I8PRJ0;B1ALU3;A0A6I8PLG0;H0Y5C0;B1ALU1;A0A6I8PIV6;A0A6I8PTT2;A0A6I8PUE4	AGRL2_HUMAN	Adhesion G protein-coupled receptor L2
ADGRL3	-2.57068468528268	2.57068468528268	0.0	0.857178666832875	1.0	E7EMR3;E7EN28;E7ENK1;E7ES20;E7ESV6;E7ETE3;E7EUP0;E7EUW2;E7EVD6;E7EW95;E7EX52;E9PBG4	E7EMR3;E7EX52;E7EUP0;E9PBG4;E7ETE3;E7EUW2;E7EN28;E7ESV6;E7EW95;E7EVD6;E7ENK1;E7ES20	E7EMR3_HUMAN;E7EN28_HUMAN;E7ENK1_HUMAN;E7ES20_HUMAN;E7ESV6_HUMAN;E7ETE3_HUMAN;E7EUP0_HUMAN;E7EUW2_HUMAN;E7EVD6_HUMAN;E7EW95_HUMAN;E7EX52_HUMAN;E9PBG4_HUMAN	Adhesion G protein-coupled receptor L3
ADGRL3	-15.5022752465171	-9.42915747081235	-12.4657163586647	4.36992227817052e-05	1.20715113993894e-10	Q9HAR2	Q9HAR2;E7EMR3;E7EX52;E7EUP0;E9PBG4;E7ETE3;H0Y9K5;E7EUW2;E7EN28;E7ESV6;E7EW95;E7EVD6;E7ENK1;E7ES20	AGRL3_HUMAN	Adhesion G protein-coupled receptor L3
ADH5	0.733484353504078	1.63288351776282	1.18318393563345	0.0215046723018906	3.23002927787324e-06	P11766	P11766;H0YAG8	ADHX_HUMAN	Alcohol dehydrogenase class-3
ADI1	-1.3453055278123	-0.35597660188806	-0.85064106485018	0.215163337581318	0.0011707568622848	Q9BV57	Q9BV57;A0A0G2JQN5	MTND_HUMAN	"""1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"""
ADK	-0.554716455294257	0.499934326678984	-0.0273910643076363	0.851032473886126	0.917183558483563	P55263	P55263;A0A5F9ZHJ1	ADK_HUMAN	Adenosine kinase
ADNP	-0.154395895427232	0.501763766657841	0.173683935615305	0.763675987568732	0.292163529236359	Q9H2P0	Q9H2P0;A0A2R8Y6X0;A0A669KBJ7	ADNP_HUMAN	Activity-dependent neuroprotector homeobox protein
ADNP2	-1.37661367566604	-0.509218453600557	-0.942916064633298	0.0798170582587763	6.87421486160214e-05	Q6IQ32	Q6IQ32	ADNP2_HUMAN	Activity-dependent neuroprotector homeobox protein 2
ADO	-0.37364171508422	0.525559585765458	0.0759589353406191	0.83518989766998	0.735353019342725	Q96SZ5	Q96SZ5	AEDO_HUMAN	2-aminoethanethiol dioxygenase
ADPGK	-0.792458097419995	0.277925968319138	-0.257266064550429	0.775763391021552	0.338312072839051	Q9BRR6	Q9BRR6;H3BRS6;H3BU35	ADPGK_HUMAN	ADP-dependent glucokinase
ADPRH	-4.31400199619883	4.31400199619883	-4.44089209850063e-16	0.857178666832875	1.0	P54922	P54922	ADPRH_HUMAN	[Protein ADP-ribosylarginine] hydrolase
ADPRHL1	-3.99312330850364	3.99312330850364	8.881784197001249e-16	0.857178666832875	1.0	Q8NDY3	Q8NDY3;X6RL45;A0A0U1RQK4	ARHL1_HUMAN	[Protein ADP-ribosylarginine] hydrolase-like protein 1
ADPRS	-0.133575979348688	0.740643850276111	0.303533935463712	0.715817543027458	0.168888219553696	Q9NX46	Q9NX46	ADPRS_HUMAN	ADP-ribose glycohydrolase ARH3
ADRM1	-5.33544742248002	-0.834114150536932	-3.08478078650848	0.400293507237618	0.0082951882322924	A0A087WUX6;A0A087WX59	A0A087WUX6;A0A087WX59	A0A087WUX6_HUMAN;A0A087WX59_HUMAN	Proteasomal ubiquitin receptor ADRM1 (Fragment)
ADRM1	0.90860790021318	2.05810997056648	1.48335893538983	0.0249223696491877	4.54944292756784e-06	Q16186	Q16186	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1
ADSL	-0.0963494244532198	0.709167294966609	0.306408935256695	0.693304841931757	0.132531234310723	P30566	P30566;A0A1B0GTJ7;A0A1B0GWJ0;A0A096LNY6;A0A0A6YY92	PUR8_HUMAN	Adenylosuccinate lyase
ADSS2	-0.29781095874242	0.377228829939373	0.0397089355984761	0.842497033791477	0.813854312379106	P30520	P30520	PURA2_HUMAN	Adenylosuccinate synthetase isozyme 2
AEBP1	-0.725878694469936	0.493996565567182	-0.115941064451377	0.832003000811928	0.703764713805743	Q8IUX7	Q8IUX7	AEBP1_HUMAN	Adipocyte enhancer-binding protein 1
AEBP2	12.7786342688569	21.5877837112577	17.1832089900573	0.0001170948993493	4.85745790642131e-10	Q6ZN18	Q6ZN18;A0A669KBC9;A0A669KBL4;G5EA50	AEBP2_HUMAN	Zinc finger protein AEBP2
AEN	-0.407453213669578	0.407453213669578	2.2204460492503099e-16	0.857178666832875	0.999999999999999	Q8WTP8	Q8WTP8	AEN_HUMAN	Apoptosis-enhancing nuclease
AFAP1	-0.15906148310386	0.598729353902717	0.219833935399429	0.750115272360953	0.248879617908833	Q8N556	Q8N556	AFAP1_HUMAN	Actin filament-associated protein 1
AFAP1L2	-6.37495235173164	6.37495235173164	4.44089209850063e-16	0.857178666832875	1.0	Q8N4X5	Q8N4X5	AF1L2_HUMAN	Actin filament-associated protein 1-like 2
AFDN	10.9810359530162	25.2020158864662	18.0915259197412	0.0279507163973131	5.83284059978525e-06	E9PFY5	F8W9I4;A8MQ02;E9PFY5	E9PFY5_HUMAN	Afadin (Fragment)
AFDN	-0.0392140447146106	0.333231915667574	0.147008935476482	0.682973037571211	0.118906533334756	P55196	P55196;A8MQ02;H0Y7R8;Q5TIG5;J3KN01	AFAD_HUMAN	Afadin
AFF1	-3.91647736133421	1.85979523210922	-1.0283410646125	0.802973494126839	0.477185356164829	P51825	P51825;F5GXF9;A0A669KBI3	AFF1_HUMAN	AF4/FMR2 family member 1
AFF3	-4.14264595573494	4.14264595573494	0.0	0.857178666832875	1.0	P51826	P51826;H7C4C2	AFF3_HUMAN	AF4/FMR2 family member 3
AFF4	9.09891329718922	15.4339370062791	12.2664251517341	0.0001328717586484	5.91263920448411e-10	Q9UHB7	Q9UHB7	AFF4_HUMAN	AF4/FMR2 family member 4
AFG1L	-1.30648599938263	-0.263946130119825	-0.785216064751229	0.324474374143327	0.0039804647112748	Q8WV93	Q8WV93;H0Y5F4	AFG1L_HUMAN	AFG1-like ATPase
AFG3L2	0.003634148748347	0.683333721964708	0.343483935356527	0.59042760557742	0.0476977297374548	Q9Y4W6	Q9Y4W6	AFG32_HUMAN	AFG3-like protein 2
AFTPH	5.83774968074966	17.7391048200362	11.7884272503929	0.127475890146072	0.0002367743311425	Q6ULP2	Q6ULP2	AFTIN_HUMAN	Aftiphilin
AGA	-0.945028127293538	0.538195998366381	-0.203416064463578	0.818209247305255	0.583547764915933	P20933	P20933;H0Y9C7	ASPG_HUMAN	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
AGAP1	-0.825611312783393	0.825611312783393	0.0	0.857178666832875	1.0	E7EUN2	E7EUN2	E7EUN2_HUMAN	"""Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1"""
AGAP1	-1.16513721513214	-0.262244913980066	-0.713691064556102	0.284311816448282	0.0026192052593264	Q9UPQ3	Q9UPQ3;A0A087X044;C9J8Z2;E7EUN2;A0A0U1RRF1;F5GXM9;A0A087X1U1	AGAP1_HUMAN	"""Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1"""
AGAP11;AGAP4;AGAP5;AGAP6;AGAP7P;AGAP9	-6.80068137182501	3.82074924221223	-1.48996606480639	0.817108017726821	0.575003614604437	A6NIR3;Q5VTM2;Q5VUJ5;Q5VW22;Q8TF27;Q96P64	Q5VTM2;A6NIR3;Q5VUJ5;Q8TF27;Q5VW22;Q96P64;J3KQL4;A0A0D9SFU9;A0A087X0Z1;A0A087WSV4;A0A087WTP8	AGA11_HUMAN;AGAP4_HUMAN;AGAP5_HUMAN;AGAP6_HUMAN;AGAP7_HUMAN;AGAP9_HUMAN	"""Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5"""
AGAP3	-0.922726414691367	-0.182905714336977	-0.552816064514172	0.3310153223546	0.0042511722156464	Q96P47	Q96P47;H7C4F1;E7ESL9;C9J975	AGAP3_HUMAN	"""Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3"""
AGBL2	-1.63646393069344	0.0926318007915496	-0.771916064950947	0.642518264337787	0.0788675841177319	E9PS54	E9PS54	E9PS54_HUMAN	Cytosolic carboxypeptidase 2
AGFG1	0.550015755266924	1.94025211560667	1.2451339354368	0.186520711867474	0.0007630524398579	P52594	P52594;C9J2I0;B8ZZY2	AGFG1_HUMAN	Arf-GAP domain and FG repeat-containing protein 1
AGFG2	14.8021207299036	16.5873570994177	15.6947389146606	1.31047036731824e-14	4.912909590170571e-35	O95081	O95081;A0A0C4DG34	AGFG2_HUMAN	Arf-GAP domain and FG repeat-containing protein 2
AGGF1	-5.5643668228396	5.32862789126175	-0.117869465788925	0.854679395157332	0.965442856693897	Q8N302	Q8N302;A0A2R8YFF1	AGGF1_HUMAN	Angiogenic factor with G patch and FHA domains 1
AGK	-0.305820819821207	0.726538690830758	0.210358935504775	0.79235437730955	0.416272836997402	Q53H12	Q53H12;A0A3B3ITD0;A0A3B3ISY9;A0A3B3ISZ0;E9PG39;A0A0G2JLG5;E9PC15;A0A0G2JLD0	AGK_HUMAN	"""Acylglycerol kinase, mitochondrial"""
AGL	-0.517420441668704	0.267938312261357	-0.124741064703674	0.810366354591703	0.525721382132511	P35573	P35573	GDE_HUMAN	Glycogen debranching enzyme
AGMAT	-3.71819619233068	2.72206406337389	-0.498066064478397	0.837282867297559	0.75695261878611	Q9BSE5	Q9BSE5	SPEB_HUMAN	"""Agmatinase, mitochondrial"""
AGO1	-0.438608450612115	0.345576321261319	-0.0465160646753979	0.8423620379087	0.812323703374093	Q9UL18	Q9UL18;Q5TA58;A0A6I8PTZ8	AGO1_HUMAN	Protein argonaute-1
AGO2	-0.605119331898774	0.216837202769026	-0.194141064564874	0.777740710618552	0.346647401719594	Q9UKV8	Q9H9G7;Q9UKV8;Q9UL18;Q5TA58;A0A6I8PTZ8	AGO2_HUMAN	Protein argonaute-2
AGO3	-2.56214554349383	-0.73303284192683	-1.64758919271033	0.182704353312494	0.0007171924533749	Q9H9G7	Q9H9G7;Q9HCK5	AGO3_HUMAN	Protein argonaute-3
AGPAT1	-1.22409897177729	0.0237168425520338	-0.600191064612627	0.61271879706648	0.0589793569170678	Q99943	Q99943	PLCA_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha
AGPAT2	-0.702949896392763	0.657467767278906	-0.0227410645569286	0.853281101826644	0.946638521191847	O15120	O15120	PLCB_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase beta
AGPAT4	-1.1190134775223	0.960736914872252	-0.0791382813250259	0.847996590048384	0.878921466720293	Q9NRZ5	Q9NRZ5	PLCD_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase delta
AGPAT5	-0.189916127685304	1.1515339977472	0.48080893503095	0.708425195472998	0.15581507530824	Q9NUQ2	Q9NUQ2	PLCE_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon
AGPS	-0.422690699824724	0.26455857099548	-0.0790660644146222	0.825674827495389	0.645441664598786	O00116	O00116;A0A1B0GWA2;A0A2R8YEL0	ADAS_HUMAN	"""Alkyldihydroxyacetonephosphate synthase, peroxisomal"""
AGRN	-0.697234413969066	0.0205022848832104	-0.338366064542928	0.621178052003749	0.0639956692688908	O00468	O00468;A0A494C0G5;A0A494C1I6;A0A087X208	AGRIN_HUMAN	Agrin
AGT	-0.506787314189832	0.506787314189832	2.2204460492503099e-16	0.857178666832875	0.999999999999999	P01019	P01019	ANGT_HUMAN	Angiotensinogen
AGTPBP1	-0.913662856688748	0.0418807277524023	-0.435891064468173	0.634340839664731	0.0727591800911336	Q9UPW5	Q9UPW5;J3KNS1	CBPC1_HUMAN	Cytosolic carboxypeptidase 1
AGTRAP	-5.45639846800912	2.29538189823768	-1.58050828488572	0.792300951340445	0.415990110635315	Q6RW13	Q6RW13;D6RB40;X6R9H3;D6RBK6	ATRAP_HUMAN	Type-1 angiotensin II receptor-associated protein
AHCTF1	-0.398892966071383	0.251110836766362	-0.0738910646525106	0.826120723051396	0.649367995914086	Q8WYP5	Q8WYP5	ELYS_HUMAN	Protein ELYS
AHCY	0.31991572903106	1.00320214187955	0.661558935455304	0.140407232729731	0.0003131336516951	P23526	P23526	SAHH_HUMAN	Adenosylhomocysteinase
AHCYL1	-0.355293856302814	0.193261727004866	-0.0810160646489742	0.81446169504744	0.555051279904375	O43865	O43865	SAHH2_HUMAN	S-adenosylhomocysteine hydrolase-like protein 1
AHCYL2	-1.521817087488	0.802884958295091	-0.359466064596454	0.811928092123233	0.536690582673042	Q96HN2	Q96HN2;H0Y8B3	SAHH3_HUMAN	Adenosylhomocysteinase 3
AHDC1	-0.197796699501329	0.631314570672477	0.216758935585574	0.765346239055723	0.298080694210473	Q5TGY3	Q5TGY3	AHDC1_HUMAN	AT-hook DNA-binding motif-containing protein 1
AHNAK	-0.0216716893566683	1.3546895606235	0.666508935633416	0.609795008969437	0.057346873430759	Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK
AHNAK2	-0.630548337911872	0.207066208977675	-0.211741064467098	0.76969552961615	0.314157708817608	Q8IVF2	Q8IVF2	AHNK2_HUMAN	Protein AHNAK2
AHSA1	-0.171108845105976	0.583776715908228	0.206333935401126	0.759178226452769	0.276899211896972	O95433	O95433;H0YJG7;G3V438;H0YJ63	AHSA1_HUMAN	Activator of 90 kDa heat shock protein ATPase homolog 1
AICDA	-15.9683531553928	-9.828827489423	-12.8985903224079	2.64468320828741e-05	6.275516710949319e-11	Q9GZX7	Q9GZX7;H0YGF6	AICDA_HUMAN	Single-stranded DNA cytosine deaminase
AIDA	-0.178358045354414	0.417825916187886	0.119733935416736	0.793606256947867	0.422962214820582	Q96BJ3	Q96BJ3	AIDA_HUMAN	"""Axin interactor, dorsalization-associated protein"""
AIF1L	-0.420539421519637	0.855907292241343	0.217683935360853	0.805910006649441	0.49581620034757	Q9BQI0	Q9BQI0;Q5JUP3	AIF1L_HUMAN	Allograft inflammatory factor 1-like
AIFM1	0.0832456362396593	0.659072234332947	0.371158935286303	0.445956134821087	0.0126530816343072	O95831	O95831;E9PMA0	AIFM1_HUMAN	"""Apoptosis-inducing factor 1, mitochondrial"""
AIFM2	-0.904384235591114	0.26820210659469	-0.318091064498212	0.760260827558984	0.280486440498307	Q9BRQ8	Q9BRQ8	FSP1_HUMAN	Ferroptosis suppressor protein 1
AIG1	-5.29433031372898	5.36203390551262	0.0338517958918203	0.856453833197377	0.989851901173144	Q9NVV5	Q9NVV5;A0A2R8YCJ8;Q5THU2;Q5T2H3	AIG1_HUMAN	Androgen-induced gene 1 protein
AIMP1	-0.726226989628637	-0.113905139672091	-0.420066064650364	0.399485253182953	0.0082326406530934	Q12904	Q12904;A0A5F9ZHC5	AIMP1_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1
AIMP2	-0.148060704407634	0.705528575305501	0.278733935448933	0.728858883241215	0.195166841011563	Q13155	Q13155;A8MU58	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2
AIP	0.165077755070167	0.944340115550124	0.554708935310146	0.370441455823601	0.0062529438028043	O00170	O00170;E9PMH2;V9GYQ3	AIP_HUMAN	AH receptor-interacting protein
AJUBA	-0.0068650281547137	0.767682899097075	0.380408935471181	0.603561900055316	0.054028555522324	Q96IF1	Q96IF1;H0YJL9	AJUBA_HUMAN	LIM domain-containing protein ajuba
AK1	-1.0010776828838	0.0375455532974694	-0.481766064793167	0.627771629728267	0.0682306298415633	P00568	P00568;Q5T9B7	KAD1_HUMAN	Adenylate kinase isoenzyme 1
AK2	-0.0739517973396096	0.784269668262353	0.355158935461372	0.66859496376478	0.102511940378761	P54819	P54819;F8W1A4;A0A5K1VW67;F8VY04	KAD2_HUMAN	"""Adenylate kinase 2, mitochondrial"""
AK3	-0.744522938768282	0.162040809542338	-0.291241064612972	0.732077636196842	0.202362425326358	Q9UIJ7	Q9UIJ7	KAD3_HUMAN	"""GTP:AMP phosphotransferase AK3, mitochondrial"""
AK4	-0.353131396573257	0.945849267043446	0.296358935235094	0.781500576984926	0.363168256847058	P27144	P27144;F8VS11	KAD4_HUMAN	"""Adenylate kinase 4, mitochondrial"""
AK6	-0.345701542456667	0.3563694133113	0.0053339354273163	0.855432877880833	0.975732686781188	Q9Y3D8	Q9Y3D8;A0A087WY94;A0A087WVD7	KAD6_HUMAN	Adenylate kinase isoenzyme 6
AKAP1	-0.358741427785258	0.467359298492031	0.0543089353533865	0.840584320717834	0.792456362165446	Q92667	Q92667;I3L0W0	AKAP1_HUMAN	"""A-kinase anchor protein 1, mitochondrial"""
AKAP10	-1.92588379217923	0.393851662688742	-0.766016064745244	0.726593744147541	0.190280644008043	O43572	O43572;J3QL61;E7EMD6	AKA10_HUMAN	"""A-kinase anchor protein 10, mitochondrial"""
AKAP11	-3.1010689693482	3.1010689693482	-8.881784197001249e-16	0.857178666832875	1.0	Q9UKA4	Q9UKA4	AKA11_HUMAN	A-kinase anchor protein 11
AKAP12	0.199119158419378	1.06419871230562	0.631658935362498	0.349926250636645	0.0051263116260292	Q02952	Q02952	AKA12_HUMAN	A-kinase anchor protein 12
AKAP13	-0.293015375777758	0.0802832463308031	-0.106366064723478	0.752952714794323	0.257280487659517	Q12802	Q12802;A0A087WTD7;A8MYJ1;A0A087WY36	AKP13_HUMAN	A-kinase anchor protein 13
AKAP17A	-0.316327290681026	0.36964516127718	0.0266589352980766	0.847788543671138	0.876361602591227	Q02040	Q02040	AK17A_HUMAN	A-kinase anchor protein 17A
AKAP2	-0.473065971276021	0.555433842197615	0.041183935460797	0.847485010408891	0.872640977040281	Q9Y2D5	Q9Y2D5;C9JVY5	AKAP2_HUMAN	A-kinase anchor protein 2
AKAP6	-1.17628253528067	9.03409949768422	3.92890848120178	0.690165727344332	0.128211931523813	Q13023	Q13023	AKAP6_HUMAN	A-kinase anchor protein 6
AKAP7	-3.93459866331943	4.88288648684244	0.474143911761505	0.843867792775023	0.829573928614157	Q9P0M2	Q9P0M2;O43687;J3KN37	AKA7G_HUMAN	A-kinase anchor protein 7 isoform gamma
AKAP8	0.114493132705703	1.05887473832645	0.586683935516078	0.471721621397405	0.0160083106649589	O43823	O43823	AKAP8_HUMAN	A-kinase anchor protein 8
